Gene Symbol,Chronic Module,Escape Module,Resolver Module,Intramodular Connectivity – Chronic,Intramodular Connectivity – Escape,Intramodular Connectivity – Resolver
UXT,c10,e9,r5,0.410,0.381,0.192
VAMP2,c1,e9,r9,0.204,0.493,0.164
VAMP3,c10,e9,r5,0.329,0.389,0.310
VAMP4,c2,e6,r9,0.229,0.464,0.671
VAMP7,c10,e9,r9,0.260,0.426,0.465
VAPA,c2,e7,r6,0.387,0.459,0.264
VAPB,c3,e2,r9,0.699,0.691,0.150
VAT1,c10,e9,r9,0.253,0.612,0.245
VAV1,c5,e9,r3,0.401,0.370,0.346
VBP1,c10,e9,r9,0.267,0.423,0.495
VCP,c2,e8,r6,0.266,0.332,0.302
VCPIP1,c10,e4,r1,0.208,0.495,0.452
VCPKMT,c3,e2,r3,0.389,0.184,0.400
VDAC3,c3,e9,r3,0.479,0.465,0.348
VEGFA,c7,e7,r3,0.644,0.340,0.235
VEZF1,c3,e1,r9,0.534,0.833,0.588
VGLL4,c10,e9,r9,0.335,0.369,0.374
VILL,c10,e2,r7,0.199,0.328,0.279
VIPAS39,c3,e6,r9,0.459,0.228,0.359
VIPR1,c10,e2,r9,0.175,0.292,0.208
VKORC1,c10,e9,r9,0.350,0.378,0.267
VNN2,c9,e5,r2,0.793,0.267,0.566
VPRBP,c9,e9,r5,0.670,0.452,0.194
VPS11,c3,e9,r9,0.405,0.548,0.190
VPS13C,c9,e9,r9,0.482,0.967,0.548
VPS16,c8,e9,r5,0.393,0.452,0.169
VPS26A,c1,e1,r3,0.284,0.702,0.307
VPS28,c10,e9,r9,0.475,0.441,0.156
VPS33A,c10,e5,r9,0.217,0.324,0.462
VPS35,c3,e2,r9,0.315,0.189,0.474
VPS45,c10,e9,r9,0.272,0.636,0.732
VPS4A,c3,e5,r9,0.442,0.336,0.283
VPS4B,c3,e2,r9,0.477,0.537,0.464
VPS51,c10,e9,r9,0.416,0.428,0.241
VPS52,c10,e9,r9,0.311,0.465,0.375
VPS54,c4,e9,r9,0.556,0.421,0.283
VPS8,c10,e9,r5,0.241,0.371,0.113
VRK1,c10,e5,r9,0.427,0.218,0.577
VRK2,c9,e2,r9,0.762,0.531,0.374
VRK3,c3,e9,r9,0.433,0.474,0.260
VWA8,c9,e2,r9,0.312,0.388,0.279
WAPL,c3,e2,r3,0.428,0.549,0.583
WARS,c2,e7,r9,0.185,0.470,0.262
WAS,c5,e2,r9,0.408,0.410,0.554
WBP11,c2,e2,r5,0.328,0.325,0.132
WBP1L,c1,e1,r2,0.380,0.342,0.519
WBP4,c10,e9,r3,0.225,0.725,0.330
WBSCR22,c10,e1,r3,0.298,0.777,0.133
WDR1,c8,e9,r9,0.429,0.397,0.514
WDR11,c10,e9,r9,0.218,0.422,0.924
WDR12,c10,e9,r9,0.327,0.334,0.324
WDR13,c10,e2,r9,0.243,0.461,0.273
WDR26,c10,e2,r3,0.398,0.653,0.409
WDR3,c10,e9,r3,0.353,0.353,0.224
WDR33,c4,e6,r3,0.676,0.398,0.636
WDR37,c2,e9,r9,0.408,0.530,0.238
WDR41,c10,e9,r9,0.226,0.563,0.340
WDR43,c2,e9,r3,0.349,0.480,0.311
WDR45,c10,e9,r7,0.371,0.320,0.339
WDR45B,c10,e9,r5,0.227,0.404,0.296
WDR47,c4,e2,r6,0.562,0.787,0.344
WDR59,c10,e6,r9,0.176,0.642,0.322
WDR61,c3,e6,r9,0.396,0.383,0.376
WDR7,c10,e9,r9,0.356,0.378,0.482
WDR74,c1,e9,r6,0.327,0.498,0.405
WDR77,c5,e9,r2,0.241,0.405,0.503
WDR82,c3,e1,r9,0.754,0.573,0.380
WDR83OS,c10,e9,r7,0.514,0.391,0.216
WEE1,c10,e9,r9,0.361,0.559,0.256
WHSC1,c4,e1,r9,0.445,0.361,0.407
WHSC1L1,c7,e5,r3,0.149,0.466,0.422
WIPF1,c1,e9,r2,0.642,0.592,0.709
WIPF2,c3,e4,r6,0.510,0.364,0.464
WIPI1,c10,e9,r1,0.227,0.402,0.513
WNT8B,c10,e9,r3,0.205,0.344,0.242
WSB2,c10,e2,r2,0.366,0.373,0.506
WTAP,c2,e9,r5,0.464,0.341,0.277
WWC3,c9,e9,r9,0.637,0.421,0.841
WWP1,c10,e9,r5,0.174,0.416,0.328
XAF1,c10,e6,r9,0.266,0.453,0.578
XBP1,c10,e9,r9,0.425,0.448,0.129
XIST,c1,e5,r3,0.354,0.290,0.367
XPA,c3,e9,r9,0.352,0.297,0.429
XPC,c3,e5,r5,0.553,0.202,0.166
XPNPEP1,c10,e9,r9,0.336,0.394,0.666
XPO4,c10,e4,r1,0.189,0.508,0.386
XPO6,c3,e2,r6,0.403,0.233,0.315
XPO7,c1,e2,r9,0.262,0.235,0.369
XRCC5,c10,e1,r9,0.502,0.542,0.722
XYLT1,c5,e9,r3,0.219,0.410,0.337
YARS,c1,e5,r9,0.580,0.251,0.510
YBX3,c2,e5,r5,0.322,0.434,0.473
YEATS2,c1,e8,r9,0.155,0.605,0.418
YEATS4,c7,e9,r5,0.274,0.477,0.138
YES1,c1,e9,r9,0.511,0.363,0.086
YIPF1,c5,e9,r9,0.603,0.469,0.342
YIPF5,c10,e9,r9,0.306,0.360,0.145
YIPF6,c1,e9,r9,0.337,0.432,0.447
YKT6,c10,e2,r9,0.390,0.244,0.263
YLPM1,c10,e9,r3,0.207,0.379,0.631
YME1L1,c10,e5,r9,0.220,0.503,0.265
YRDC,c1,e9,r9,0.268,0.479,0.140
YTHDC1,c2,e5,r3,0.477,0.577,0.545
YTHDC2,c10,e2,r3,0.190,0.603,0.449
YTHDF3,c10,e4,r5,0.372,0.551,0.445
YWHAE,c10,e9,r9,0.596,0.321,0.298
YWHAH,c10,e1,r2,0.431,0.533,0.528
YY1,c10,e9,r5,0.180,0.454,0.171
YY1AP1,c3,e1,r9,0.544,0.416,0.331
ZAP70,c10,e9,r9,0.241,0.496,0.341
ZBED2,c4,e9,r9,0.670,0.736,0.270
ZBED5,c3,e9,r3,0.538,0.527,0.446
ZBP1,c10,e9,r1,0.244,0.582,0.396
ZBTB1,c1,e9,r5,0.732,0.443,0.671
ZBTB11,c2,e9,r3,0.251,0.475,0.446
ZBTB18,c10,e9,r9,0.220,0.411,0.094
ZBTB20,c10,e2,r3,0.323,0.257,0.460
ZBTB22,c10,e9,r9,0.240,0.649,0.322
ZBTB24,c10,e9,r3,0.281,0.512,0.278
ZBTB25,c1,e8,r9,0.366,0.611,0.249
ZBTB38,c10,e9,r3,0.284,0.573,0.305
ZBTB40,c10,e6,r3,0.250,0.619,0.354
ZBTB43,c1,e4,r5,0.276,0.418,0.377
ZBTB5,c10,e9,r9,0.445,0.388,0.155
ZC3H11A,c10,e2,r9,0.322,0.537,0.565
ZC3H13,c3,e9,r3,0.434,0.399,0.289
ZC3H14,c4,e9,r9,0.498,0.689,0.426
ZC3H15,c10,e9,r5,0.320,0.473,0.372
ZC3H4,c3,e9,r9,0.419,0.455,0.647
ZCCHC11,c3,e9,r3,0.360,0.484,0.402
ZCCHC2,c2,e5,r3,1.000,0.473,0.338
ZCCHC6,c3,e9,r9,0.700,0.413,0.260
ZCCHC8,c2,e2,r9,0.331,0.317,0.290
ZCWPW1,c1,e9,r6,0.500,0.375,0.461
ZDHHC14,c10,e9,r3,0.195,0.423,0.171
ZDHHC17,c2,e1,r9,0.176,0.333,0.330
ZDHHC18,c10,e9,r9,0.206,0.575,0.237
ZDHHC3,c10,e9,r9,0.668,0.418,0.273
ZDHHC4,c10,e9,r9,0.341,0.486,0.474
ZDHHC6,c10,e9,r9,0.310,0.317,0.450
ZEB1,c10,e2,r3,0.206,0.424,0.382
ZEB2,c10,e9,r6,0.268,0.504,0.485
ZFAND5,c1,e4,r5,0.448,0.294,0.468
ZFC3H1,c2,e3,r9,0.446,0.430,0.301
ZFP36,c1,e5,r5,0.754,0.341,0.930
ZFP36L2,c1,e2,r5,0.635,0.336,0.635
ZFR,c10,e9,r1,0.242,0.390,0.656
ZFYVE26,c1,e9,r9,0.353,0.391,0.391
ZHX2,c4,e1,r6,0.933,0.389,0.526
ZKSCAN1,c10,e9,r9,0.199,0.323,0.524
ZMAT3,c7,e6,r9,0.153,0.513,0.579
ZMIZ1,c10,e3,r5,0.209,0.393,0.259
ZMPSTE24,c3,e3,r3,0.682,0.869,0.246
ZMYM2,c2,e9,r3,0.684,0.774,0.509
ZMYM4,c10,e9,r9,0.299,0.478,0.403
ZMYM5,c3,e9,r9,0.454,0.462,0.293
ZMYM6,c10,e9,r9,0.193,0.384,0.278
ZMYM6NB,c1,e9,r9,0.341,0.491,0.534
ZMYND11,c1,e9,r9,0.367,0.439,0.460
ZMYND8,c7,e6,r2,0.197,0.523,0.500
ZNF106,c10,e9,r9,0.602,0.433,0.361
ZNF142,c5,e9,r9,0.398,0.394,0.254
ZNF146,c3,e2,r3,0.657,0.840,0.354
ZNF148,c10,e9,r9,0.286,0.409,0.432
ZNF184,c2,e5,r5,0.452,0.690,0.431
ZNF212,c10,e9,r6,0.217,0.442,0.355
ZNF217,c3,e9,r9,0.455,0.623,0.301
ZNF22,c10,e9,r9,0.606,0.550,0.487
ZNF221,c10,e3,r3,0.209,0.312,0.168
ZNF224,c10,e9,r4,0.216,0.402,0.684
ZNF225,c10,e3,r9,0.246,0.525,0.327
ZNF226,c3,e4,r9,0.708,0.332,0.188
ZNF274,c10,e9,r3,0.234,0.462,0.324
ZNF277,c10,e9,r3,0.360,0.389,0.331
ZNF281,c10,e9,r5,0.252,0.347,0.306
ZNF282,c10,e2,r3,0.203,0.369,0.160
ZNF292,c2,e9,r3,0.457,0.395,0.762
ZNF3,c10,e9,r9,0.191,0.437,0.113
ZNF302,c10,e9,r3,0.181,0.559,0.332
ZNF318,c10,e9,r9,0.213,0.502,0.276
ZNF32,c10,e9,r9,0.260,0.476,0.195
ZNF324,c10,e9,r5,0.194,0.734,0.201
ZNF331,c1,e9,r5,0.829,0.554,0.942
ZNF34,c10,e8,r3,0.338,1.000,0.233
ZNF35,c10,e2,r3,0.233,0.234,0.160
ZNF384,c3,e2,r9,0.368,0.519,0.251
ZNF394,c1,e1,r7,0.347,0.571,0.486
ZNF410,c2,e9,r9,0.411,0.439,0.165
ZNF419,c10,e2,r9,0.246,0.452,0.205
ZNF430,c2,e9,r3,0.273,0.418,0.346
ZNF44,c1,e9,r9,0.274,0.403,0.304
ZNF45,c3,e9,r3,0.616,0.501,0.231
ZNF451,c3,e5,r5,0.527,0.398,0.374
ZNF484,c10,e2,r9,0.202,0.448,0.154
ZNF514,c1,e9,r9,0.285,0.452,0.332
ZNF544,c7,e1,r9,0.291,0.618,0.225
ZNF557,c1,e9,r7,0.238,0.324,0.158
ZNF580,c10,e9,r7,0.502,0.381,0.150
ZNF589,c1,e2,r9,0.173,0.346,0.313
ZNF593,c10,e5,r9,0.340,0.495,0.094
ZNF638,c3,e9,r9,0.281,0.515,0.614
ZNF639,c1,e9,r3,0.249,0.320,0.407
ZNF652,c7,e7,r2,0.284,0.360,0.371
ZNF671,c3,e7,r3,0.614,0.310,0.116
ZNF672,c3,e9,r6,0.867,0.406,0.463
ZNF675,c2,e1,r3,0.365,0.438,0.383
ZNF692,c10,e2,r9,0.208,0.377,0.372
ZNF7,c10,e2,r9,0.221,0.275,0.275
ZNF75D,c1,e9,r9,0.254,0.617,0.253
ZNF764,c3,e5,r9,0.375,0.456,0.165
ZNF783,c1,e1,r9,0.455,0.423,0.253
ZNF79,c3,e4,r9,0.302,0.458,0.435
ZNF83,c10,e9,r3,0.307,0.463,0.273
ZNF839,c1,e2,r5,0.439,0.341,0.294
ZNF84,c10,e9,r3,0.246,0.480,0.332
ZNF91,c10,e9,r3,0.235,0.391,0.494
ZNHIT1,c6,e9,r9,0.722,0.482,0.360
ZNHIT3,c3,e9,r9,0.528,0.393,0.268
ZNHIT6,c5,e4,r3,0.352,0.684,0.311
ZPR1,c10,e9,r6,0.283,0.517,0.446
ZSCAN16,c3,e1,r9,0.673,0.495,0.339
ZSWIM8,c10,e9,r9,0.213,0.664,0.138
ZWINT,c5,e5,r9,0.813,0.273,0.234
ZXDB,c1,e9,r3,0.369,0.340,0.180
ZYX,c8,e9,r9,0.595,0.308,0.417
ZZZ3,c10,e5,r9,0.241,0.299,0.493
